COUNTRY,ISO,ADMIN_1,ADMIN_2,SP_ID_1,SP_ID_2,YEAR,AGE_LOWER,AGE_UPPER,SAMPLE_SIZE,POSITIVE,VAC_STATUS,TEST,BEST_TEST,EPI,SOURCE,POPULATION,COVERAGE,POP_0,POP_1,POP_2,POP_3,POP_4,POP_5,POP_6,POP_7,POP_8,POP_9,POP_10,POP_11,POP_12,POP_13,POP_14,POP_15,POP_16,POP_17,POP_18,POP_19,POP_20,POP_21,POP_22,POP_23,POP_24,POP_25,POP_26,POP_27,POP_28,POP_29,POP_30,POP_31,POP_32,POP_33,POP_34,POP_35,POP_36,POP_37,POP_38,POP_39,POP_40,POP_41,POP_42,POP_43,POP_44,POP_45,POP_46,POP_47,POP_48,POP_49,POP_50,POP_51,POP_52,POP_53,POP_54,POP_55,POP_56,POP_57,POP_58,POP_59,POP_60,POP_61,POP_62,POP_63,POP_64,POP_65,POP_66,POP_67,POP_68,POP_69,POP_70,POP_71,POP_72,POP_73,POP_74,POP_75,POP_76,POP_77,POP_78,POP_79,POP_80,POP_81,POP_82,POP_83,POP_84,POP_85,POP_86,POP_87,POP_88,POP_89,POP_90,POP_91,POP_92,POP_93,POP_94,POP_95,POP_96,POP_97,POP_98,POP_99,COV_0,COV_1,COV_2,COV_3,COV_4,COV_5,COV_6,COV_7,COV_8,COV_9,COV_10,COV_11,COV_12,COV_13,COV_14,COV_15,COV_16,COV_17,COV_18,COV_19,COV_20,COV_21,COV_22,COV_23,COV_24,COV_25,COV_26,COV_27,COV_28,COV_29,COV_30,COV_31,COV_32,COV_33,COV_34,COV_35,COV_36,COV_37,COV_38,COV_39,COV_40,COV_41,COV_42,COV_43,COV_44,COV_45,COV_46,COV_47,COV_48,COV_49,COV_50,COV_51,COV_52,COV_53,COV_54,COV_55,COV_56,COV_57,COV_58,COV_59,COV_60,COV_61,COV_62,COV_63,COV_64,COV_65,COV_66,COV_67,COV_68,COV_69,COV_70,COV_71,COV_72,COV_73,COV_74,COV_75,COV_76,COV_77,COV_78,COV_79,COV_80,COV_81,COV_82,COV_83,COV_84,COV_85,COV_86,COV_87,COV_88,COV_89,COV_90,COV_91,COV_92,COV_93,COV_94,COV_95,COV_96,COV_97,COV_98,COV_99
ETHIOPIA,ETH,ORMIA,WEST SHEWA,8,NA,2014,15,39,342,0,N,PRNT,1,N,TSEGAYE,NA,NA,1093768.505,1061150.571,1033925.723,1011418.189,991247.9305,978638.7354,967851.8581,958332.757,949526.8904,941257.5402,933347.6348,923355.9893,909973.8289,893778.6686,877164.3328,860260.5327,839092.1696,812114.3733,781202.477,750214.2385,718903.3125,687440.0555,656470.5491,626293.8004,595963.6604,564951.0347,538943.0677,520448.804,506797.6786,493251.8772,481288.0569,466148.2575,445155.1989,420828.5286,398053.4439,375479.8179,356267.3715,342360.3581,331944.589,321346.8002,311403.5754,300578.527,287770.3473,273854.498,260910.2453,248644.5903,236658.5035,225002.1728,213813.0849,202964.7097,192225.5463,183261.3403,176805.8254,172013.2285,167404.0651,163395.3901,158516.2013,151923.9066,144348.352,137232.2646,130130.3146,123984.0566,119355.4542,115652.5016,111797.5713,108097.7997,103620.8215,97822.6982,91193.29265,84813.41317,78524.01338,72340.99794,66400.08639,60689.61534,55030.746,49421.00431,44332.93467,39972.59047,36149.11607,32489.63614,29096.64721,25741.47598,22281.68758,18851.23441,15712.01278,12795.80948,10252.48154,8178.163619,6486.617265,4786.941875,3470.744921,2696.719323,1984.545085,1309.481663,860.9709398,673.2962398,529.0942105,368.9875456,193.3296815,86.23846851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHIOPIA,ETH,ORMIA,WEST SHEWA,8,NA,2014,40,64,107,0,N,PRNT,1,N,TSEGAYE,NA,NA,1093768.505,1061150.571,1033925.723,1011418.189,991247.9305,978638.7354,967851.8581,958332.757,949526.8904,941257.5402,933347.6348,923355.9893,909973.8289,893778.6686,877164.3328,860260.5327,839092.1696,812114.3733,781202.477,750214.2385,718903.3125,687440.0555,656470.5491,626293.8004,595963.6604,564951.0347,538943.0677,520448.804,506797.6786,493251.8772,481288.0569,466148.2575,445155.1989,420828.5286,398053.4439,375479.8179,356267.3715,342360.3581,331944.589,321346.8002,311403.5754,300578.527,287770.3473,273854.498,260910.2453,248644.5903,236658.5035,225002.1728,213813.0849,202964.7097,192225.5463,183261.3403,176805.8254,172013.2285,167404.0651,163395.3901,158516.2013,151923.9066,144348.352,137232.2646,130130.3146,123984.0566,119355.4542,115652.5016,111797.5713,108097.7997,103620.8215,97822.6982,91193.29265,84813.41317,78524.01338,72340.99794,66400.08639,60689.61534,55030.746,49421.00431,44332.93467,39972.59047,36149.11607,32489.63614,29096.64721,25741.47598,22281.68758,18851.23441,15712.01278,12795.80948,10252.48154,8178.163619,6486.617265,4786.941875,3470.744921,2696.719323,1984.545085,1309.481663,860.9709398,673.2962398,529.0942105,368.9875456,193.3296815,86.23846851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHIOPIA,ETH,ORMIA,WEST SHEWA,8,NA,2014,65,99,11,0,N,PRNT,1,N,TSEGAYE,NA,NA,1093768.505,1061150.571,1033925.723,1011418.189,991247.9305,978638.7354,967851.8581,958332.757,949526.8904,941257.5402,933347.6348,923355.9893,909973.8289,893778.6686,877164.3328,860260.5327,839092.1696,812114.3733,781202.477,750214.2385,718903.3125,687440.0555,656470.5491,626293.8004,595963.6604,564951.0347,538943.0677,520448.804,506797.6786,493251.8772,481288.0569,466148.2575,445155.1989,420828.5286,398053.4439,375479.8179,356267.3715,342360.3581,331944.589,321346.8002,311403.5754,300578.527,287770.3473,273854.498,260910.2453,248644.5903,236658.5035,225002.1728,213813.0849,202964.7097,192225.5463,183261.3403,176805.8254,172013.2285,167404.0651,163395.3901,158516.2013,151923.9066,144348.352,137232.2646,130130.3146,123984.0566,119355.4542,115652.5016,111797.5713,108097.7997,103620.8215,97822.6982,91193.29265,84813.41317,78524.01338,72340.99794,66400.08639,60689.61534,55030.746,49421.00431,44332.93467,39972.59047,36149.11607,32489.63614,29096.64721,25741.47598,22281.68758,18851.23441,15712.01278,12795.80948,10252.48154,8178.163619,6486.617265,4786.941875,3470.744921,2696.719323,1984.545085,1309.481663,860.9709398,673.2962398,529.0942105,368.9875456,193.3296815,86.23846851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHIOPIA,ETH,NA,NA,1,NA,1962,0,10,198,19,NA,ANTIBODY TEST,1,Y,SERIE,NA,NA,35871.99203,33237.56325,31608.63551,29612.95921,27905.45341,26457.56861,25240.67883,24227.38113,23390.04325,22694.9179,22111.23886,21613.667,21213.70621,20916.6307,20525.03985,19943.92147,19247.07627,18604.46369,17983.63587,17382.10861,16816.12492,16276.97089,15738.77234,15205.80978,14694.32624,14209.63415,13746.91793,13295.74382,12857.717,12432.22599,12017.66558,11614.45618,11223.78259,10844.61288,10477.67322,10123.19292,9779.910765,9446.603738,9123.959784,8806.284287,8490.863705,8180.105829,7878.444051,7584.120302,7302.103038,7035.067584,6779.918207,6530.539885,6287.735213,6049.784341,5815.082076,5584.087045,5355.881993,5127.103657,4909.790992,4708.606702,4515.601257,4324.73607,4145.527648,3928.444296,3650.936863,3339.567484,3039.243368,2736.205709,2482.050024,2305.478706,2180.655779,2053.501498,1935.596192,1810.543951,1665.044598,1508.920392,1365.82883,1231.37474,1102.768141,981.1556014,866.3460257,757.1546284,654.0018172,558.6838805,468.7548088,383.1826916,323.6758643,263.7486291,207.2228759,155.3598286,121.1156942,96.77025486,72.31015884,49.41703773,28.89348842,21.02039501,10.20444631,6.688307504,3.783671102,1.452318201,1.108348101,0.8025969,0.4968457,0.1910945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHIOPIA,ETH,NA,NA,2,NA,1962,0,10,198,19,NA,ANTIBODY TEST,1,Y,SERIE,NA,NA,18396.1613,17045.1525,16209.79278,15186.35413,14310.69737,13568.18153,12944.1264,12424.47899,11995.06869,11638.58896,11339.26201,11084.09324,10878.98216,10726.63352,10525.81478,10227.80101,9870.439292,9540.889576,9222.511702,8914.031687,8623.779413,8347.286143,8071.282867,7797.964752,7535.661681,7287.098014,7049.804187,6818.429476,6593.797069,6375.593371,6162.995193,5956.218132,5755.86978,5561.420944,5373.244019,5191.456604,5015.411906,4844.482736,4679.021888,4516.109004,4354.352503,4194.987168,4040.286567,3889.349113,3744.722769,3607.779515,3476.931775,3349.043593,3224.526563,3102.498698,2982.136809,2863.676093,2746.646156,2629.322224,2517.878208,2414.705275,2315.726682,2217.845673,2125.94258,2014.616162,1872.302585,1712.623655,1558.609044,1403.202853,1272.864706,1182.313993,1118.301303,1053.09303,992.6278898,928.4976014,853.8814621,773.8166002,700.4352433,631.4834235,565.530361,503.1640475,444.2864845,388.2900805,335.3904324,286.5087273,240.3905829,196.5068067,165.9900405,135.2576773,106.2696894,79.67286745,62.11151709,49.62649456,37.08267287,25.34243976,14.81738937,10.77984676,5.233125611,3.429951243,1.940372418,0.744789413,0.56839192,0.411594149,0.254796378,0.097998607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHIOPIA,ETH,NA,NA,3,NA,1962,0,10,198,19,NA,ANTIBODY TEST,1,Y,SERIE,NA,NA,241300.2703,223579.2478,212621.9332,199197.6095,187711.7236,177972.2311,169786.5739,162970.4202,157337.8962,152661.9938,148735.7576,145388.7391,142698.3212,140699.9822,138065.8665,134156.8553,129469.3839,125146.7193,120970.5944,116924.2985,113117.0938,109490.3643,105870.062,102284.9806,98844.38231,95584.00211,92471.44707,89436.53238,86490.05568,83627.9036,80839.27847,78127.00824,75499.06262,72948.50025,70480.2058,68095.72178,65786.56432,63544.50663,61374.17627,59237.26725,57115.52638,55025.15015,52995.96068,51016.13195,49119.08532,47322.81687,45606.50255,43929.00841,42295.73326,40695.1082,39116.33554,37562.50035,36027.43253,34488.5084,33026.71043,31673.40328,30375.11279,29091.21918,27885.73718,26425.48174,24558.7714,22464.28177,20444.09035,18405.64574,16696.01569,15508.27271,14668.62583,13813.29663,13020.18254,12178.99314,11200.26207,10150.06075,9187.52618,8283.09332,7417.994806,6599.943255,5827.653229,5093.155026,4399.276604,3758.101063,3153.174821,2577.556523,2177.271713,1774.158944,1393.926937,1045.059572,814.7094178,650.9448551,486.4090308,332.4137826,194.3579425,141.3979741,68.64228922,44.99026447,25.45163533,9.769314571,7.455529541,5.398831737,3.342133932,1.285436128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHIOPIA,ETH,NA,NA,4,NA,1962,0,10,198,19,NA,ANTIBODY TEST,1,Y,SERIE,NA,NA,8843.47955,8194.016955,7792.439336,7300.44763,6879.498256,6522.552935,6222.554545,5972.747469,5766.319556,5594.951129,5451.057429,5328.39163,5229.789773,5156.5521,5060.013674,4916.751251,4744.958832,4586.536315,4433.484373,4285.190571,4145.659284,4012.742284,3880.060835,3748.670209,3622.57478,3503.084215,3389.011335,3277.783917,3169.797687,3064.901893,2962.700809,2863.298076,2766.985779,2673.509521,2583.048323,2495.658717,2411.029774,2328.859989,2249.318959,2171.002796,2093.242535,2016.631765,1942.263446,1869.704162,1800.178781,1734.346848,1671.445176,1609.966234,1550.107887,1491.446142,1433.585271,1376.638341,1320.37922,1263.978769,1210.404936,1160.807213,1113.22581,1066.172042,1021.992003,968.474702,900.0611244,823.2996017,749.2610543,674.5535407,611.8968418,568.3669246,537.5944767,506.2472831,477.1802281,446.3512478,410.4814654,371.9923504,336.7161578,303.5693507,271.8641189,241.883124,213.5792558,186.6604304,161.2302905,137.7316729,115.5615657,94.46557343,79.79542603,65.02163597,51.08640925,38.30067385,29.8585081,23.85665589,17.8265375,12.18272356,7.123077351,5.182132993,2.515690017,1.648860498,0.932783939,0.35803828,0.27323974,0.19786326,0.12248678,0.0471103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHIOPIA,ETH,NA,NA,8,NA,1962,0,10,198,19,NA,ANTIBODY TEST,1,Y,SERIE,NA,NA,331732.8806,307370.5133,292306.7028,273851.3171,258060.8414,244671.2589,233417.8456,224047.1878,216303.7509,209875.4506,204477.7707,199876.3829,196177.6715,193430.4108,189809.102,184435.1024,177990.8975,172048.2187,166306.9987,160744.2641,155510.2252,150524.2987,145547.2081,140618.5382,135888.4996,131406.2198,127127.166,122954.8499,118904.116,114969.3091,111135.5851,107406.8316,103794.0053,100287.5633,96894.22092,93616.09881,90441.53354,87359.21517,84375.50553,81437.74262,78520.83245,75647.04152,72857.36844,70135.55514,67527.54834,65058.08859,62698.54754,60392.37538,58146.99427,55946.49958,53776.04697,51639.8777,49529.50927,47413.8393,45404.20024,43543.71131,41758.85776,39993.79665,38336.53362,36329.01517,33762.71386,30883.26795,28105.96514,25303.56835,22953.21664,21320.34072,20166.01761,18990.13489,17899.78376,16743.34004,15397.80787,13954.02039,12630.75471,11387.36564,10198.05234,9073.417884,8011.695099,7001.927458,6048.002759,5166.532511,4334.896788,3543.552809,2993.252417,2439.064226,1916.33187,1436.718748,1120.039782,894.900829,668.7015673,456.9931959,267.1978779,194.3899905,94.36750448,61.85136061,34.99019829,13.43058116,10.24965404,7.422163274,4.594672503,1.767181732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHIOPIA,ETH,NA,NA,10,NA,1962,0,10,198,19,NA,ANTIBODY TEST,1,Y,SERIE,NA,NA,184535.4765,170983.2442,162603.5881,152337.2757,143553.3923,136105.0712,129845.0527,124632.3683,120324.87,116748.9524,113746.3455,111186.6978,109129.1886,107600.9498,105586.4978,102597.0637,99012.29874,95706.52137,92512.81091,89418.3878,86506.81072,83733.25288,80964.61027,78222.90303,75591.68984,73098.29929,70717.9587,68396.99392,66143.6625,63954.81871,61822.20499,59747.98402,57738.25069,55787.69654,53900.05716,52076.51219,50310.57355,48595.94975,46936.17977,45301.9689,43679.35794,42080.73323,40528.90138,39014.81838,37564.04335,36190.33891,34877.77975,33594.90849,32345.85391,31121.76863,29914.39508,28726.09257,27552.14249,26375.24327,25257.32665,24222.37886,23229.50532,22247.64186,21325.74403,20209.00706,18781.43185,17179.66141,15634.71085,14075.80109,12768.35375,11860.02192,11217.89816,10563.78127,9957.243671,9313.940259,8565.451234,7762.305012,7026.202331,6334.533198,5672.945184,5047.336549,4456.724248,3895.013414,3364.366743,2874.024839,2411.404751,1971.198046,1665.078421,1356.796102,1066.011949,799.2140492,623.0527237,497.8130314,371.9835132,254.2149485,148.6361184,108.1347422,52.49450212,34.40650888,19.4642536,7.471127643,5.701650043,4.128781066,2.555912088,0.983043111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHIOPIA,ETH,NA,NA,1,NA,1962,11,20,497,53,NA,ANTIBODY TEST,1,Y,SERIE,NA,NA,35871.99203,33237.56325,31608.63551,29612.95921,27905.45341,26457.56861,25240.67883,24227.38113,23390.04325,22694.9179,22111.23886,21613.667,21213.70621,20916.6307,20525.03985,19943.92147,19247.07627,18604.46369,17983.63587,17382.10861,16816.12492,16276.97089,15738.77234,15205.80978,14694.32624,14209.63415,13746.91793,13295.74382,12857.717,12432.22599,12017.66558,11614.45618,11223.78259,10844.61288,10477.67322,10123.19292,9779.910765,9446.603738,9123.959784,8806.284287,8490.863705,8180.105829,7878.444051,7584.120302,7302.103038,7035.067584,6779.918207,6530.539885,6287.735213,6049.784341,5815.082076,5584.087045,5355.881993,5127.103657,4909.790992,4708.606702,4515.601257,4324.73607,4145.527648,3928.444296,3650.936863,3339.567484,3039.243368,2736.205709,2482.050024,2305.478706,2180.655779,2053.501498,1935.596192,1810.543951,1665.044598,1508.920392,1365.82883,1231.37474,1102.768141,981.1556014,866.3460257,757.1546284,654.0018172,558.6838805,468.7548088,383.1826916,323.6758643,263.7486291,207.2228759,155.3598286,121.1156942,96.77025486,72.31015884,49.41703773,28.89348842,21.02039501,10.20444631,6.688307504,3.783671102,1.452318201,1.108348101,0.8025969,0.4968457,0.1910945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHIOPIA,ETH,NA,NA,2,NA,1962,11,20,497,53,NA,ANTIBODY TEST,1,Y,SERIE,NA,NA,18396.1613,17045.1525,16209.79278,15186.35413,14310.69737,13568.18153,12944.1264,12424.47899,11995.06869,11638.58896,11339.26201,11084.09324,10878.98216,10726.63352,10525.81478,10227.80101,9870.439292,9540.889576,9222.511702,8914.031687,8623.779413,8347.286143,8071.282867,7797.964752,7535.661681,7287.098014,7049.804187,6818.429476,6593.797069,6375.593371,6162.995193,5956.218132,5755.86978,5561.420944,5373.244019,5191.456604,5015.411906,4844.482736,4679.021888,4516.109004,4354.352503,4194.987168,4040.286567,3889.349113,3744.722769,3607.779515,3476.931775,3349.043593,3224.526563,3102.498698,2982.136809,2863.676093,2746.646156,2629.322224,2517.878208,2414.705275,2315.726682,2217.845673,2125.94258,2014.616162,1872.302585,1712.623655,1558.609044,1403.202853,1272.864706,1182.313993,1118.301303,1053.09303,992.6278898,928.4976014,853.8814621,773.8166002,700.4352433,631.4834235,565.530361,503.1640475,444.2864845,388.2900805,335.3904324,286.5087273,240.3905829,196.5068067,165.9900405,135.2576773,106.2696894,79.67286745,62.11151709,49.62649456,37.08267287,25.34243976,14.81738937,10.77984676,5.233125611,3.429951243,1.940372418,0.744789413,0.56839192,0.411594149,0.254796378,0.097998607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHIOPIA,ETH,NA,NA,3,NA,1962,11,20,497,53,NA,ANTIBODY TEST,1,Y,SERIE,NA,NA,241300.2703,223579.2478,212621.9332,199197.6095,187711.7236,177972.2311,169786.5739,162970.4202,157337.8962,152661.9938,148735.7576,145388.7391,142698.3212,140699.9822,138065.8665,134156.8553,129469.3839,125146.7193,120970.5944,116924.2985,113117.0938,109490.3643,105870.062,102284.9806,98844.38231,95584.00211,92471.44707,89436.53238,86490.05568,83627.9036,80839.27847,78127.00824,75499.06262,72948.50025,70480.2058,68095.72178,65786.56432,63544.50663,61374.17627,59237.26725,57115.52638,55025.15015,52995.96068,51016.13195,49119.08532,47322.81687,45606.50255,43929.00841,42295.73326,40695.1082,39116.33554,37562.50035,36027.43253,34488.5084,33026.71043,31673.40328,30375.11279,29091.21918,27885.73718,26425.48174,24558.7714,22464.28177,20444.09035,18405.64574,16696.01569,15508.27271,14668.62583,13813.29663,13020.18254,12178.99314,11200.26207,10150.06075,9187.52618,8283.09332,7417.994806,6599.943255,5827.653229,5093.155026,4399.276604,3758.101063,3153.174821,2577.556523,2177.271713,1774.158944,1393.926937,1045.059572,814.7094178,650.9448551,486.4090308,332.4137826,194.3579425,141.3979741,68.64228922,44.99026447,25.45163533,9.769314571,7.455529541,5.398831737,3.342133932,1.285436128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHIOPIA,ETH,NA,NA,4,NA,1962,11,20,497,53,NA,ANTIBODY TEST,1,Y,SERIE,NA,NA,8843.47955,8194.016955,7792.439336,7300.44763,6879.498256,6522.552935,6222.554545,5972.747469,5766.319556,5594.951129,5451.057429,5328.39163,5229.789773,5156.5521,5060.013674,4916.751251,4744.958832,4586.536315,4433.484373,4285.190571,4145.659284,4012.742284,3880.060835,3748.670209,3622.57478,3503.084215,3389.011335,3277.783917,3169.797687,3064.901893,2962.700809,2863.298076,2766.985779,2673.509521,2583.048323,2495.658717,2411.029774,2328.859989,2249.318959,2171.002796,2093.242535,2016.631765,1942.263446,1869.704162,1800.178781,1734.346848,1671.445176,1609.966234,1550.107887,1491.446142,1433.585271,1376.638341,1320.37922,1263.978769,1210.404936,1160.807213,1113.22581,1066.172042,1021.992003,968.474702,900.0611244,823.2996017,749.2610543,674.5535407,611.8968418,568.3669246,537.5944767,506.2472831,477.1802281,446.3512478,410.4814654,371.9923504,336.7161578,303.5693507,271.8641189,241.883124,213.5792558,186.6604304,161.2302905,137.7316729,115.5615657,94.46557343,79.79542603,65.02163597,51.08640925,38.30067385,29.8585081,23.85665589,17.8265375,12.18272356,7.123077351,5.182132993,2.515690017,1.648860498,0.932783939,0.35803828,0.27323974,0.19786326,0.12248678,0.0471103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHIOPIA,ETH,NA,NA,8,NA,1962,11,20,497,53,NA,ANTIBODY TEST,1,Y,SERIE,NA,NA,331732.8806,307370.5133,292306.7028,273851.3171,258060.8414,244671.2589,233417.8456,224047.1878,216303.7509,209875.4506,204477.7707,199876.3829,196177.6715,193430.4108,189809.102,184435.1024,177990.8975,172048.2187,166306.9987,160744.2641,155510.2252,150524.2987,145547.2081,140618.5382,135888.4996,131406.2198,127127.166,122954.8499,118904.116,114969.3091,111135.5851,107406.8316,103794.0053,100287.5633,96894.22092,93616.09881,90441.53354,87359.21517,84375.50553,81437.74262,78520.83245,75647.04152,72857.36844,70135.55514,67527.54834,65058.08859,62698.54754,60392.37538,58146.99427,55946.49958,53776.04697,51639.8777,49529.50927,47413.8393,45404.20024,43543.71131,41758.85776,39993.79665,38336.53362,36329.01517,33762.71386,30883.26795,28105.96514,25303.56835,22953.21664,21320.34072,20166.01761,18990.13489,17899.78376,16743.34004,15397.80787,13954.02039,12630.75471,11387.36564,10198.05234,9073.417884,8011.695099,7001.927458,6048.002759,5166.532511,4334.896788,3543.552809,2993.252417,2439.064226,1916.33187,1436.718748,1120.039782,894.900829,668.7015673,456.9931959,267.1978779,194.3899905,94.36750448,61.85136061,34.99019829,13.43058116,10.24965404,7.422163274,4.594672503,1.767181732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
